A T phi m0
1.527508614790033192e+00 9.924658619586074337e+01 8.289983355608767646e-01 1.502769775578587286e+01
1.658114813223040773e+00 1.006383090512682514e+02 1.069618224772254989e+00 1.500309881449981120e+01
1.574850489363347705e+00 1.001720123985419235e+02 9.925170525336114435e-01 1.509986936812773628e+01
1.517921777008634399e+00 9.940101852398780125e+01 8.973619304164416333e-01 1.511214782929785727e+01
1.589713721802401558e+00 1.002128649172950077e+02 9.834528589651675423e-01 1.512798414863680030e+01
1.510788460727099380e+00 1.008172933173782582e+02 1.122677050046770653e+00 1.505806927481993363e+01
1.596568984186871543e+00 9.950623463859876949e+01 9.546977556479602223e-01 1.508674570418075866e+01
1.531524050381260604e+00 1.004692507401288424e+02 1.050911638739576937e+00 1.491219972365676583e+01
1.600900589292158616e+00 1.011585830990677408e+02 1.168023045301239016e+00 1.503540940873703136e+01
1.556441601335927682e+00 1.003974785130536134e+02 1.117713324743325520e+00 1.495652661177259191e+01
1.494829726906133471e+00 1.006083396338846825e+02 1.023157074977213643e+00 1.497347051286508268e+01
1.600478029939407687e+00 1.001209421441561318e+02 1.040329017530466249e+00 1.503644409609724875e+01
1.435462179765628843e+00 9.970716873640368760e+01 9.227588295218069891e-01 1.506176975263902662e+01
1.609935755675691027e+00 9.867652024525781940e+01 8.203575245092437074e-01 1.500866386813657094e+01
1.547204601284859260e+00 9.975228111658729802e+01 9.116085933531775654e-01 1.505543079261691020e+01
1.685802652994191853e+00 9.909230650810992813e+01 8.879890784695725348e-01 1.512184294538720053e+01
1.649381638000644523e+00 1.007134183947636501e+02 1.048570058171028219e+00 1.517450077742034686e+01
1.500766598046823663e+00 9.957826447965221917e+01 9.685054099113534765e-01 1.503157884695839464e+01
1.621285026840810772e+00 1.005416199334324290e+02 1.071217853611499571e+00 1.509468362502246563e+01
1.562681133241048625e+00 1.015968795080261344e+02 1.199038976762586861e+00 1.504888886808682358e+01
1.632469256565239224e+00 1.003156651516589619e+02 1.030844221259620719e+00 1.504494893799691013e+01
1.604248065944414492e+00 1.003358889060060051e+02 1.008478361594625783e+00 1.506209564081687979e+01
1.643788144184082700e+00 1.014985228119355014e+02 1.183521656858036897e+00 1.510100369882774984e+01
1.714912583193592077e+00 9.966981700393260724e+01 9.761727175367893583e-01 1.506390249203174037e+01
1.699814747885369570e+00 1.007137928739423955e+02 1.137924807891218970e+00 1.506763245205009483e+01
1.455373486408165107e+00 1.010150018383709494e+02 1.050864343694901892e+00 1.510529205132876029e+01
1.538810700181132196e+00 1.001169215680879745e+02 1.042617902613384606e+00 1.495740823338974046e+01
1.524094732617229386e+00 1.002923477404361421e+02 1.040060599589376800e+00 1.511655400790306913e+01
1.618297301115486864e+00 1.009947569914344001e+02 1.108481044668542026e+00 1.513172212299210528e+01
1.607625108352033649e+00 1.010670214884343210e+02 1.096776427701857459e+00 1.502689300985472798e+01
1.453870580922465905e+00 9.993565875641679952e+01 9.776980406327574480e-01 1.505496302229802907e+01
1.418515924078115553e+00 9.989386295547996042e+01 9.259379561344046605e-01 1.497177364580723413e+01
1.604509817904967051e+00 1.002278506823444957e+02 1.078807331920236923e+00 1.503549104949911630e+01
1.498889122854634603e+00 1.005840221692459409e+02 1.073533483695999546e+00 1.511073818417897208e+01
1.497008402680939820e+00 1.007449464948621767e+02 1.093186212627485832e+00 1.501411946848278767e+01
1.559029478895237464e+00 9.886175431606955044e+01 8.118018945173830492e-01 1.505932399988514803e+01
1.615986338655630572e+00 1.003398950003740566e+02 1.078491456855936281e+00 1.512224981061075013e+01
1.654126842724558122e+00 1.008275453727840159e+02 1.095536586685536218e+00 1.502984732235403342e+01
1.453870580922465905e+00 9.993565875641679952e+01 9.776980406327574480e-01 1.505496302229802907e+01
1.626698590042178427e+00 1.002739027311167490e+02 1.033968162366203147e+00 1.501165465507032692e+01
1.495117425713888837e+00 1.013160370576356684e+02 1.194897631522447545e+00 1.493288090662397138e+01
1.562305655827073148e+00 1.005557751323266729e+02 1.077696233682972959e+00 1.495833420537491598e+01
1.649230115286804299e+00 1.003738023735257627e+02 1.102604787119632501e+00 1.510835014874368554e+01
1.545130577374679515e+00 9.996064260356962450e+01 1.014496641212916828e+00 1.502757385659922740e+01
1.632118076798987794e+00 1.001246371012777558e+02 1.045476517208870915e+00 1.499732082101431985e+01
1.620625273352808815e+00 9.906733916042202281e+01 8.845235782685642034e-01 1.501888431287492764e+01
1.603955709589931722e+00 1.009270873779146740e+02 1.166189395891995773e+00 1.513114664110328889e+01
1.476258167099701035e+00 1.015117134662373815e+02 1.240961887585474654e+00 1.507412097830730424e+01
1.578696680991892087e+00 1.008037371527499459e+02 1.099757825905202546e+00 1.495201678785274169e+01
1.570847423706420720e+00 1.005149088969024689e+02 1.037427123708638987e+00 1.507198156790451193e+01
1.502426682770341637e+00 1.004369271862398989e+02 1.054612083797207278e+00 1.505628518059677745e+01
1.652010257272446658e+00 1.006938381748150277e+02 1.217657959676793356e+00 1.505840567773041094e+01
1.628915987104303520e+00 9.986189890316980211e+01 9.956493700660533630e-01 1.503655008368835944e+01
1.794034759203896767e+00 9.988966158036461707e+01 9.821419027377541466e-01 1.497858662669913699e+01
1.575150292832044219e+00 9.894280656885764813e+01 8.679726636588676048e-01 1.515945699140707781e+01
1.560468933046480711e+00 1.022232925667866112e+02 1.258673794476339314e+00 1.500921871163965271e+01
1.559888683611042159e+00 1.000335970197168365e+02 1.038353506001730597e+00 1.507041494956235361e+01
1.652010257272446658e+00 1.006938381748150277e+02 1.217657959676793356e+00 1.505840567773041094e+01
1.641289801868312637e+00 1.004450252527493745e+02 1.020075264840997642e+00 1.506361816621584460e+01
1.629297609105646139e+00 1.005949041923148286e+02 1.091540895016720913e+00 1.505811568763863129e+01
1.501218544874757477e+00 1.014205654561005332e+02 1.171862417012209612e+00 1.502811635257953427e+01
1.613056737446788791e+00 1.003917869409283412e+02 1.043818343693973416e+00 1.504098677232848580e+01
1.577724774394737128e+00 1.002988562766780518e+02 9.585746597581482620e-01 1.502929787988076527e+01
1.491220592523556210e+00 9.939556139001057034e+01 9.856410679038445366e-01 1.504087413446738175e+01
1.595330008922200671e+00 9.978237448498036599e+01 9.859321420095505939e-01 1.505293194715171623e+01
1.514036182450035017e+00 1.000691045118143450e+02 9.809281926907756910e-01 1.499470347335704901e+01
1.660347994947863448e+00 1.010359254572236978e+02 1.039266463724255685e+00 1.501398599601546735e+01
1.534908673616549368e+00 1.005855357866891211e+02 1.053373549919151442e+00 1.502359212130649091e+01
1.508069057284265435e+00 9.986696384396809378e+01 9.663821973327912929e-01 1.505967973100911905e+01
1.587624150616533836e+00 9.930811563589028879e+01 8.887729285008728608e-01 1.512640078677554101e+01
1.633853310535440251e+00 1.002766340163053371e+02 9.297159697255823474e-01 1.507064369427766337e+01
1.439377477649350201e+00 1.011730559257810285e+02 1.144479981289917792e+00 1.502606414565046933e+01
1.546028516036506151e+00 9.953183226436215136e+01 9.640859443605930279e-01 1.506538928242437514e+01
1.463664722323420264e+00 9.851249163860536839e+01 8.518257107986859644e-01 1.505582150529827246e+01
1.548340762331128939e+00 1.009875426522600463e+02 1.062859425201266639e+00 1.502710364046389380e+01
1.680078694036739151e+00 9.908377857174998837e+01 9.881586824040087258e-01 1.504096062769237463e+01
1.650757599993374125e+00 1.005425235455284252e+02 1.126379632076343729e+00 1.505785344220011090e+01
1.512047017459716924e+00 1.012344360034179971e+02 1.139890534331461147e+00 1.502609090539262660e+01
1.488681709711318524e+00 1.002439822254829096e+02 9.911283942066609898e-01 1.499580045815661045e+01
1.568058270631490503e+00 1.009089485555036561e+02 1.102435580703153617e+00 1.500842663543314082e+01
1.688354597580617344e+00 1.000770151438734956e+02 1.022614533688336769e+00 1.500848912670223179e+01
1.443094539744749660e+00 1.014893825581620490e+02 1.111254894050007991e+00 1.491525371023804780e+01
1.688651348355460602e+00 1.013128815120620203e+02 1.120198374711742106e+00 1.499257380765723546e+01
1.502569551673183179e+00 9.956446731724133770e+01 9.351913325827460044e-01 1.498469117643158910e+01
1.602988980096768490e+00 1.004323148352219164e+02 1.039486535219287466e+00 1.506004238004771878e+01
1.606024547305951566e+00 9.999927698351193328e+01 1.049919006549846934e+00 1.507014239495887864e+01
1.501268610620833277e+00 1.005619782747883448e+02 1.048007291899931470e+00 1.510233464124866565e+01
1.548462824400381521e+00 9.980958774531735855e+01 9.549774188806300357e-01 1.508757839359941322e+01
1.635138894475115068e+00 9.993768050297367722e+01 1.014380042021306272e+00 1.511084649813366809e+01
1.571229709142389908e+00 1.008241143611313646e+02 1.036269783093872521e+00 1.500194037791651525e+01
1.645790458877943507e+00 1.007040143154097223e+02 1.091699286906208100e+00 1.503464944346143994e+01
1.553862202491409050e+00 1.004454598715743430e+02 1.062275957772029988e+00 1.511084610671890260e+01
1.577858258102193378e+00 1.003586233055087149e+02 1.021909392836729547e+00 1.514583797477033400e+01
1.493298635777555283e+00 1.015407762209373601e+02 1.153617683292658569e+00 1.508450838785190662e+01
1.692002659978847579e+00 1.002087962148971627e+02 1.062334348668342754e+00 1.509432228159302269e+01
1.532913684736814108e+00 1.015541665359320689e+02 1.186099944845341536e+00 1.500925108353953696e+01
1.522053093225047338e+00 1.005039168121589626e+02 1.014850626562936231e+00 1.499780073482047804e+01
1.609345655512885553e+00 1.013915974877328381e+02 1.153159043227311109e+00 1.505316236811830422e+01
1.613619117640993084e+00 9.975384759715264238e+01 9.606541563065186251e-01 1.509469136583013338e+01
1.505564308111088989e+00 1.007129037110268115e+02 1.076740436574210813e+00 1.515489019970214102e+01
1.480492165694184292e+00 1.012814712380563265e+02 1.206900830511910216e+00 1.504213845181027054e+01
1.506641374201330486e+00 1.002692789630007724e+02 9.949525043687158510e-01 1.494551733878876121e+01
1.574850489363347705e+00 1.001720123985419235e+02 9.925170525336114435e-01 1.509986936812773628e+01
1.523101819122752332e+00 1.025985745807669360e+02 1.275378215512202873e+00 1.503215302536477260e+01
1.583534188167172729e+00 9.987179818594675851e+01 9.481108882428833651e-01 1.508260387181711870e+01
1.683077000767489340e+00 1.003487698944464910e+02 1.132037435134509273e+00 1.499597809628484768e+01
1.543841682350518774e+00 1.009730712748179826e+02 1.050187298540086633e+00 1.501313299832325932e+01
1.623314980556914922e+00 9.942615655541416686e+01 8.876174261807511234e-01 1.505607711633489743e+01
1.518815001448676538e+00 1.010808897438165133e+02 1.147366807502419706e+00 1.512723899693123819e+01
1.685802652994191853e+00 9.909230650810992813e+01 8.879890784695725348e-01 1.512184294538720053e+01
1.441549615213567392e+00 1.003607657556041630e+02 1.112075661298591145e+00 1.505588382314484441e+01
1.682635239712393815e+00 9.997910962134666590e+01 1.058178338495280091e+00 1.504206085186054409e+01
1.510477975288438302e+00 9.875683970433378533e+01 8.494513607966337476e-01 1.499901856631902319e+01
1.615573521849694938e+00 1.008103955711353308e+02 1.052268982087443794e+00 1.501663263288537742e+01
1.509674150585627261e+00 9.972392582674760320e+01 9.685036858911629798e-01 1.512509644236424577e+01
1.591749888565166859e+00 1.012537808245094055e+02 1.159238231015401466e+00 1.505916199072452244e+01
1.566192975824834743e+00 1.006703040343737001e+02 1.058269603399617065e+00 1.496765697532641326e+01
1.556768329876894397e+00 1.011990814782814851e+02 1.150453658609621677e+00 1.501500964071098565e+01
1.494178506260122941e+00 1.008328320737993664e+02 1.047667564173173194e+00 1.509772843831096978e+01
1.649721724702714276e+00 1.010827729695925115e+02 1.162312638300765144e+00 1.509530881891035037e+01
1.532004051186214300e+00 1.001279234352394951e+02 1.050891763746206298e+00 1.496288466647444793e+01
1.499374471505330986e+00 1.010575464191037582e+02 1.116702615635631224e+00 1.509591817057254737e+01
1.376172328288422841e+00 1.003885616416158513e+02 1.006006411731027894e+00 1.506881043756521166e+01
1.581362763117122761e+00 1.001484319667345630e+02 1.045165024156550881e+00 1.506890090436626650e+01
1.526441419435675240e+00 1.013278969956126900e+02 1.135712548774773456e+00 1.507676293616465912e+01
1.496836458627205824e+00 1.019749321277535756e+02 1.124256942040213314e+00 1.498013115899495951e+01
1.676150560610558671e+00 9.974364710228654474e+01 9.881999196917609085e-01 1.508088574688826000e+01
1.556664132485659380e+00 1.004925460266628363e+02 1.115732965108360508e+00 1.510083274472516024e+01
1.671407763514124678e+00 9.921284230382207170e+01 8.277347101287741982e-01 1.500372264492569485e+01
1.596027130451049159e+00 9.907403998401284184e+01 8.851840357949882776e-01 1.506322846030305662e+01
1.673149517229004513e+00 9.933715374704645740e+01 8.038248764855694395e-01 1.514430550397476338e+01
1.567697488017760321e+00 1.017385223832293519e+02 1.107582826287113686e+00 1.492081461823224942e+01
1.537575627323596539e+00 1.008129628377268858e+02 1.150789466666588323e+00 1.505967624313006503e+01
1.469638696981047765e+00 1.005472770771234821e+02 1.096323273866197656e+00 1.507193802823206141e+01
1.550127669630773308e+00 9.986880981916674216e+01 9.704848717225627031e-01 1.507139022864116384e+01
1.584694615738098333e+00 1.002282070014143329e+02 1.007908501854293259e+00 1.494857662175706103e+01
1.501031814303053880e+00 1.005073546194357732e+02 1.067615614736006524e+00 1.510828817658543244e+01
1.595972876648797723e+00 1.008330167970526077e+02 1.074080982500803749e+00 1.492768852783343014e+01
1.525523880998229442e+00 9.966929853759097568e+01 9.640618448928764961e-01 1.503312441731952909e+01
1.615590477456600782e+00 9.989709579506393311e+01 9.572673657640050626e-01 1.509063240897372005e+01
1.448621210733144204e+00 9.945299627540356369e+01 8.625940919302368393e-01 1.509974530151646377e+01
1.550751445663787642e+00 9.957964537406044769e+01 8.700493306282106598e-01 1.508637126847884247e+01
1.459358508502332619e+00 9.959528584029449405e+01 8.994861925285140281e-01 1.513955909153554735e+01
1.488106902112136254e+00 1.016080092197197615e+02 1.161414881352121453e+00 1.496953084873165096e+01
1.516178051216353628e+00 9.970491835888485355e+01 9.532835445933343088e-01 1.500007138482771651e+01
1.632309925632898340e+00 9.933526201114402454e+01 9.141152611273317685e-01 1.506035138619057534e+01
1.634869612413633932e+00 9.999748798217106582e+01 1.020011276035353243e+00 1.497455778176161800e+01
1.643614720932124573e+00 9.973543459207617445e+01 9.389325886941418675e-01 1.496919544914089073e+01
1.609751665913928376e+00 9.962989645714783649e+01 9.372904113952819083e-01 1.496149471513786366e+01
1.611086196928271708e+00 1.015217955940778012e+02 1.163919262678200228e+00 1.502704019476121289e+01
1.668522972965948536e+00 1.011198523770725188e+02 1.029130137163444925e+00 1.498242265632217851e+01
1.613057609383109270e+00 9.950693076606695797e+01 9.143836848129478501e-01 1.514400256408028156e+01
1.482586417067211615e+00 1.002745630396771617e+02 1.003636115925561789e+00 1.507730405465646584e+01
1.633227117448758037e+00 9.950937573960025873e+01 9.683874382259900493e-01 1.504545600949740169e+01
1.703353844317974097e+00 1.006634122463070895e+02 1.198651537308499382e+00 1.502247524250596911e+01
1.475692525694032309e+00 1.024034595801611403e+02 1.338770904862458977e+00 1.507667598950554400e+01
1.544621085651456616e+00 9.989203205263207508e+01 9.777154178867293322e-01 1.503246691944179148e+01
1.688354597580617344e+00 1.000770151438734956e+02 1.022614533688336769e+00 1.500848912670223179e+01
1.508148077838569412e+00 1.001552283283793798e+02 1.025373339868368872e+00 1.509294673930170205e+01
